100130	manual_scaffold_3b	88.034	117	12	2	151	265	1085127154	1085127038	1.77e-29	137	TRUE
100403	manual_scaffold_12	92.143	140	11	0	151	290	487578644	487578783	7.99e-48	198	TRUE
1009	manual_scaffold_6	94.245	139	7	1	1	139	1398899912	1398900049	1.03e-51	211	TRUE
101007	manual_scaffold_3a	87.943	141	15	2	151	290	44941634	44941773	8.1e-38	165	TRUE
101031	manual_scaffold_1b	86.429	140	17	2	152	291	237217913	237218050	6.33e-34	152	TRUE
101047	manual_scaffold_2a	88.321	137	12	2	4	140	1185943528	1185943396	1.05e-36	161	TRUE
101116	manual_scaffold_6	83.974	156	20	4	159	311	625345289	625345136	1.18e-31	145	TRUE
101363	manual_scaffold_5	85.106	141	20	1	1	141	491885231	491885370	3.81e-31	143	TRUE
101468	manual_scaffold_11	83.803	142	19	4	151	290	835574585	835574724	8.22e-28	132	TRUE
101475	manual_scaffold_5	88.321	137	14	1	4	140	206107151	206107285	2.93e-37	163	TRUE
101482	manual_scaffold_7	96.35	137	4	1	151	287	117461031	117461166	1.32e-55	224	TRUE
101707	manual_scaffold_9	87.597	129	15	1	1	128	329531023	329530895	8.16e-33	148	TRUE
10179	manual_scaffold_9	87.179	117	12	3	164	279	803535851	803535965	2.97e-27	130	TRUE
101985	manual_scaffold_4b	92.143	140	8	2	151	289	450458413	450458276	1.03e-46	195	TRUE
102847	manual_scaffold_4b	92.143	140	11	0	151	290	1040952970	1040952831	7.99e-48	198	TRUE
103230	manual_scaffold_7	83.803	142	18	4	153	290	1033194781	1033194921	2.96e-27	130	TRUE
103859	manual_scaffold_9	88.722	133	15	0	2	134	1007647757	1007647889	2.92e-37	163	TRUE
104294	manual_scaffold_11	96.429	140	5	0	151	290	716287189	716287050	7.88e-58	231	TRUE
104544	manual_scaffold_4b	84.672	137	20	1	154	290	811582818	811582953	6.35e-29	135	TRUE
104570	manual_scaffold_2b	86.992	123	15	1	17	139	459835296	459835417	1.77e-29	137	TRUE
104629	manual_scaffold_8	83.942	137	22	0	154	290	174162365	174162229	8.22e-28	132	TRUE
105867	manual_scaffold_4a	86.232	138	19	0	1	138	633906534	633906397	2.27e-33	150	TRUE
105869	manual_scaffold_1a	90	140	14	0	1	140	1141756623	1141756762	8.05e-43	182	TRUE
106166	manual_scaffold_6	85.821	134	18	1	8	140	446029857	446029990	1.37e-30	141	TRUE
1077	manual_scaffold_6	86.614	127	17	0	151	277	1565903825	1565903951	1.37e-30	141	TRUE
107788	manual_scaffold_12	85	140	18	3	1	138	622975598	622975460	4.91e-30	139	TRUE
108195	manual_scaffold_1b	91.667	120	9	1	234	352	515383514	515383633	1.03e-37	165	TRUE
1083	manual_scaffold_2a	82.822	163	24	4	158	319	1403619274	1403619433	4.22e-31	143	TRUE
110108	manual_scaffold_8	89.209	139	15	0	151	289	22277196	22277334	1.35e-40	174	TRUE
110635	manual_scaffold_11	87.023	131	16	1	4	133	427574999	427574869	2.94e-32	147	TRUE
110646	manual_scaffold_2a	89.437	142	10	5	151	290	850526541	850526403	1.35e-40	174	TRUE
110826	manual_scaffold_4a	79.401	267	51	4	9	273	730487067	730486803	1.72e-49	204	TRUE
111279	manual_scaffold_6	86.131	137	17	1	1	137	704683956	704683822	2.94e-32	147	TRUE
111327	manual_scaffold_8	92.308	91	6	1	205	294	97148416	97148326	1.08e-26	128	TRUE
112050	manual_scaffold_2b	85.156	128	18	1	153	280	169525859	169525733	2.96e-27	130	TRUE
11208	manual_scaffold_2b	88.618	123	14	0	159	281	735957484	735957606	2.27e-33	150	TRUE
112767	manual_scaffold_8	85.612	139	20	0	152	290	191983232	191983094	2.94e-32	147	TRUE
112772	manual_scaffold_11	89.051	137	15	0	4	140	940960933	940960797	1.75e-39	171	TRUE
113698	manual_scaffold_12	86.957	138	17	1	151	287	544131015	544131152	1.75e-34	154	TRUE
11403	manual_scaffold_10	95.556	135	6	0	1	135	131140174	131140308	2.09e-53	217	TRUE
114421	manual_scaffold_3a	85.612	139	18	2	2	139	899584482	899584619	1.06e-31	145	TRUE
114508	manual_scaffold_4b	90.714	140	13	0	151	290	196739744	196739883	1.73e-44	187	TRUE
115019	manual_scaffold_3a	85.106	141	17	3	151	290	360696037	360695900	1.37e-30	141	TRUE
115416	manual_scaffold_11	93.382	136	9	0	5	140	184153749	184153884	6.18e-49	202	TRUE
11558	manual_scaffold_1a	88.148	135	15	1	158	291	372073739	372073873	3.79e-36	159	TRUE
115663	manual_scaffold_6	87.77	139	17	0	151	289	206042175	206042313	2.92e-37	163	TRUE
115699	manual_scaffold_7	95	140	7	0	1	140	971856223	971856084	1.71e-54	220	TRUE
116296	manual_scaffold_5	89.147	129	9	5	151	274	1404771182	1404771054	4.88e-35	156	TRUE
116393	manual_scaffold_5	95.652	138	4	2	152	289	1554868268	1554868403	1.71e-54	220	TRUE
116470	manual_scaffold_10	90.226	133	12	1	3	134	1046196892	1046197024	4.84e-40	172	TRUE
116533	manual_scaffold_3b	86.957	138	18	0	161	298	1157002431	1157002294	5.03e-35	156	TRUE
116751	manual_scaffold_4b	91.406	128	11	0	1	128	730368268	730368395	3.74e-41	176	TRUE
117193	manual_scaffold_4b	86.131	137	16	3	151	286	117944756	117944622	1.06e-31	145	TRUE
1172	manual_scaffold_7	85	140	16	4	151	287	1034294531	1034294668	1.77e-29	137	TRUE
117373	manual_scaffold_3b	89.474	114	8	4	1	111	166790683	166790795	1.37e-30	141	TRUE
117788	manual_scaffold_3b	90.196	102	9	1	11	112	836363809	836363709	8.22e-28	132	TRUE
117829	manual_scaffold_9	87.143	140	17	1	1	139	485013794	485013933	1.36e-35	158	TRUE
119529	manual_scaffold_5	84.173	139	22	0	151	289	1789715256	1789715394	6.35e-29	135	TRUE
119863	manual_scaffold_6	90.244	123	12	0	168	290	525064618	525064740	1.05e-36	161	TRUE
120918	manual_scaffold_5	83.824	136	20	1	155	288	1744387073	1744386938	1.06e-26	128	TRUE
120975	manual_scaffold_6	85.385	130	19	0	1	130	1263651951	1263652080	6.35e-29	135	TRUE
1211	manual_scaffold_2a	85.714	140	20	0	151	290	875952265	875952404	8.16e-33	148	TRUE
121387	manual_scaffold_7	85.075	134	20	0	7	140	982963295	982963428	1.77e-29	137	TRUE
121517	manual_scaffold_7	84.397	141	20	2	151	290	1128991183	1128991044	1.77e-29	137	TRUE
121991	manual_scaffold_2a	94.286	140	8	0	151	290	752888301	752888440	7.93e-53	215	TRUE
122234	manual_scaffold_1a	86.364	132	17	1	160	290	902800169	902800300	3.8e-31	143	TRUE
122425	manual_scaffold_1a	78.246	285	52	6	7	282	13794366	13794083	3.72e-46	193	TRUE
122599	manual_scaffold_2b	87.597	129	16	0	151	279	628521927	628522055	2.27e-33	150	TRUE
122773	manual_scaffold_7	85.085	295	34	4	4	288	651780978	651780684	9.84e-82	311	TRUE
122835	manual_scaffold_8	86.765	136	18	0	3	138	1400485772	1400485637	6.31e-34	152	TRUE
122881	manual_scaffold_8	84.328	134	19	2	158	290	116525689	116525557	2.96e-27	130	TRUE
123393	manual_scaffold_2a	86.014	143	17	2	151	290	1361053173	1361053315	2.27e-33	150	TRUE
124327	manual_scaffold_5	87.963	108	12	1	1	107	642298128	642298235	3.82e-26	126	TRUE
124393	manual_scaffold_6	87.218	133	12	2	155	287	1066579428	1066579555	2.94e-32	147	TRUE
125109	manual_scaffold_3b	94.203	138	8	0	3	140	932608048	932607911	1.03e-51	211	TRUE
125180	manual_scaffold_6	92.308	104	7	1	37	139	793873678	793873575	2.94e-32	147	TRUE
125196	manual_scaffold_8	87.402	127	16	0	164	290	1320389500	1320389374	2.94e-32	147	TRUE
125219	manual_scaffold_1b	83.942	137	17	3	1	133	401405615	401405750	3.82e-26	126	TRUE
125311	manual_scaffold_4b	94.068	118	7	0	23	140	198565545	198565662	2.89e-42	180	TRUE
125327	manual_scaffold_9	87.692	130	14	2	151	280	187253588	187253715	2.27e-33	150	TRUE
125859	manual_scaffold_11	93.204	103	7	0	188	290	1020617200	1020617098	6.31e-34	152	TRUE
126659	manual_scaffold_8	87.77	139	16	1	152	290	1317050182	1317050319	1.05e-36	161	TRUE
126763	manual_scaffold_5	86.441	118	15	1	154	271	460835325	460835441	1.07e-26	128	TRUE
127415	manual_scaffold_1a	90.511	137	13	0	153	289	111339374	111339510	8.05e-43	182	TRUE
127604	manual_scaffold_12	89.362	141	12	3	3	140	212020571	212020431	1.35e-40	174	TRUE
127979	manual_scaffold_6	80.201	298	47	10	1	288	954283810	954283515	7.88e-58	231	TRUE
127995	manual_scaffold_4a	89.928	139	14	0	2	140	308722171	308722033	3.02e-42	180	TRUE
128283	manual_scaffold_1a	91.852	135	9	2	157	290	789049082	789049215	1.73e-44	187	TRUE
128552	manual_scaffold_8	88.028	142	13	3	151	289	1437838004	1437837864	8.1e-38	165	TRUE
